Array Length,Selection,Merge
0,20,35
1,34,35
2,56,361
3,94,709
4,138,1052
5,198,1396
6,282,1739
7,354,2084
8,462,2456
9,562,2828
10,676,3192
11,822,3594
12,956,3932
13,1110,4337
14,1268,4827
15,1452,5213
16,1632,5585
17,1848,5954
18,2074,6343
19,2274,6722
20,2526,7084
21,2790,7471
22,3052,8081
23,3324,8432
24,3600,8768
25,3898,9219
26,4220,9612
27,4520,10119
28,4832,10554
29,5216,10934
30,5562,11235
31,5958,11686
32,6340,12089
33,6718,12468
34,7116,12890
35,7556,13295
36,7970,13684
37,8406,14093
38,8878,14444
39,9312,14847
40,9810,15287
41,10318,15899
42,10802,16106
43,11324,16649
44,11868,17005
45,12372,17292
46,12906,17644
47,13474,18043
48,14082,18492
49,14628,18914
50,15216,19295
51,15804,19771
52,16482,20136
53,17086,20634
54,17766,21176
55,18406,21523
56,19040,22023
57,19764,22640
58,20450,22854
59,21162,23317
60,21878,23605
61,22556,23971
62,23336,24486
63,24120,24826
64,24884,25296
65,25608,25658
66,26432,26055
67,27262,26553
68,28040,26911
69,28888,27171
70,29652,27567
71,30586,28035
72,31424,28439
73,32316,29051
74,33242,29241
75,34064,29923
76,34866,30109
77,35886,30601
78,36796,31082
79,37786,31509
80,38680,31867
81,39706,32453
82,40704,32993
83,41622,33237
84,42652,33566
85,43710,34137
86,44632,34569
87,45788,34996
88,46832,35393
89,47836,35844
90,48756,36010
91,50014,36676
92,51104,36944
93,52216,37410
94,53406,37794
95,54500,38190
96,55598,38587
97,56818,38966
98,57920,39425
99,59134,39794
100,60420,40296
