Array Length,Selection,Merge
0,20,35
1,34,35
2,60,365
3,94,709
4,142,1048
5,208,1396
6,276,1755
7,362,2108
8,454,2445
9,558,2848
10,686,3171
11,816,3544
12,958,3933
13,1124,4282
14,1280,4832
15,1460,5193
16,1650,5587
17,1838,5970
18,2068,6313
19,2294,6754
20,2536,7095
21,2788,7359
22,3044,7898
23,3320,8288
24,3606,8626
25,3888,9068
26,4190,9384
27,4522,9979
28,4862,10375
29,5224,10744
30,5598,11267
31,5930,11706
32,6318,12021
33,6690,12438
34,7108,12883
35,7520,13295
36,7956,13715
37,8412,14109
38,8856,14506
39,9314,14920
40,9812,15313
41,10284,15703
42,10784,15927
43,11320,16499
44,11844,16888
45,12406,17096
46,12896,17519
47,13448,17927
48,14042,18352
49,14674,18666
50,15250,19145
51,15874,19547
52,16464,19903
53,17110,20494
54,17778,21038
55,18386,21429
56,19038,21898
57,19776,22379
58,20440,22629
59,21126,23210
60,21902,23644
61,22622,24064
62,23330,24396
63,24094,24800
64,24824,25217
65,25614,25639
66,26342,26147
67,27218,26435
68,28024,26968
69,28828,27202
70,29628,27692
71,30536,28017
72,31412,28411
73,32236,28998
74,33190,29330
75,34116,29873
76,34922,30068
77,35896,30486
78,36814,31129
79,37802,31431
80,38752,31895
81,39686,32296
82,40582,32778
83,41602,33148
84,42620,33433
85,43642,33990
86,44754,34379
87,45802,34806
88,46834,35243
89,47934,35711
90,48908,35883
91,50024,36469
92,51096,36716
93,52262,37151
94,53358,37475
95,54506,37954
96,55646,38364
97,56812,38730
98,58012,39292
99,59098,39630
100,60336,39998
